Key,Id,Shared Comments,Chinese (Simplified)(zh-CN),Chinese (Simplified)(zh-CN) Comments,English(en),English(en) Comments
"ACH_InfoPanel_Archievement_Description_1",343984059703422,"","击败米诺斯女王。解锁：地狱之门菜单中的重掷功能。","","Defeat Queen Minos. Unlocks: rerolls in the Gates of Hell menu.",""
"ACH_InfoPanel_Archievement_Description_2",343984059703423,"","营救贺拉斯。解锁：贺拉斯的祝福。","","Rescue Horace. Unlocks: Horace's Blessing.",""
"ACH_InfoPanel_Archievement_Description_3",343984059703424,"","营救荷马。解锁：荷马的祝福。","","Rescue Homer. Unlocks: Homer's Blessing.",""
"ACH_InfoPanel_Archievement_Description_4",343984059703425,"","在灵薄狱使用炽焰羽毛笔两次。解锁：维吉尔的祝福。","","Use Blazing Quill in Limbo twice. Unlocks: Virgil's Blessing.",""
"ACH_InfoPanel_Archievement_Description_5",343984059703426,"","在第一层灵薄狱存活12分钟。","","Survive 12 minutes in Circle 1, Limbo.",""
"ACH_InfoPanel_Archievement_Description_6",343984059703427,"","在第二层淫欲存活12分钟。","","Survive 12 minutes in Circle 2, Lust.",""
"ACH_InfoPanel_Archievement_Description_7",343984059703428,"","击败利比谷谷和斯卡米廖内。解锁：地狱之门菜单中的移除功能。","","Defeat Libicocco and Scarmiglione. Unlocks: banish in the Gates of Hell menu.",""
"ACH_InfoPanel_Archievement_Description_8",343984059703429,"","在第二层淫欲击败斯卡米廖内。","","Defeat Scarmiglione in Circle 2, Lust.",""
"ACH_InfoPanel_Archievement_Description_9",343984059703430,"","营救奥维德。解锁：奥维德的祝福。","","Rescue Ovid. Unlocks: Ovid's Blessing.",""
"ACH_InfoPanel_Archievement_Description_10",343984059703431,"","击败米诺斯女王三次。解锁：米诺斯的禁忌之术。","","Defeat Queen Minos three separate times. Unlocks: Minos' Taboo Arts.",""
"ACH_InfoPanel_Archievement_Description_11",343984059703432,"","击败利比谷谷和斯卡米廖内三次。解锁：利比谷谷和斯卡米廖内的禁忌之术。","","Defeat Libicocco and Scarmiglione three separate times. Unlocks: Libocco's and Scarmiglione's Taboo Arts.",""
"ACH_InfoPanel_Archievement_Description_12",343984059703433,"","击杀2000个布罗奇。","","Kill 2000 Brotchi enemies.",""
"ACH_InfoPanel_Archievement_Description_13",343984059703434,"","等级达到50级。","","Reach Level 50.",""
"ACH_InfoPanel_Archievement_Description_14",343984059703435,"","等级达到75级。","","Reach Level 75.",""
"ACH_InfoPanel_Archievement_Description_15",343984059703436,"","将一个护符升到9级。","","Level up a Charm to Level 9.",""
"ACH_InfoPanel_Archievement_Description_16",343984059703437,"","获得一个稀有水晶护符。","","Get a Charm of Crystal rarity.",""
"ACH_InfoPanel_Archievement_Description_17",343984059703438,"","单局内用一把武器造成20万伤害。","","Deal 200.000 damage with a single weapon in a single run.",""
"ACH_InfoPanel_Archievement_Description_18",343984059703439,"","在第一层灵薄狱中达到10万分。","","Reach a high-score of 100.000 in Circle 1, Limbo.",""
"ACH_InfoPanel_Archievement_Description_19",343984059703440,"","在第二层淫欲中达到10万分。","","Reach a high-score of 100.000 in Circle 2, Lust.",""
"ACH_InfoPanel_Archievement_Description_20",343984059703441,"","单局内集齐满手武器卡。","","Get a full hand of Weapon cards in a single run.",""
"ACH_InfoPanel_Archievement_Description_21",343984059703442,"","单局内集齐满手武器卡与改造卡。","","Get a full hand of Weapon and Mod cards in a single run.",""
"ACH_InfoPanel_Archievement_Description_22",343984059703443,"","装备但丁的全部武器卡。","","Equip all of Dante's Weapon cards.",""
"ACH_InfoPanel_Archievement_Description_23",343984059703444,"","装备但丁的全部改造卡。","","Equip all of Dante's Mod cards.",""
"ACH_InfoPanel_Archievement_Description_24",343984059703445,"","装备维吉尔的全部武器卡。","","Equip all of Virgil's Weapon cards.",""
"ACH_InfoPanel_Archievement_Description_25",343984059703446,"","装备维吉尔的全部改造卡。","","Equip all of Virgil's Mod cards.",""
"ACH_InfoPanel_Archievement_Description_26",343984059703447,"","装备贺拉斯的全部武器卡。","","Equip all of Horace's Weapon cards.",""
"ACH_InfoPanel_Archievement_Description_27",343984059703448,"","装备贺拉斯的全部改造卡。","","Equip all of Horace's Mod cards.",""
"ACH_InfoPanel_Archievement_Description_28",343984059703449,"","装备荷马的全部武器卡。","","Equip all of Homer's Weapon cards.",""
"ACH_InfoPanel_Archievement_Description_29",343984059703450,"","装备荷马的全部改造卡。","","Equip all of Homer's Mod cards.",""
"ACH_InfoPanel_Archievement_Description_30",343984059703451,"","装备奥维德的全部武器卡。","","Equip all of Ovid's Weapon cards.",""
"ACH_InfoPanel_Archievement_Description_31",343984059703452,"","装备奥维德的全部改造卡。","","Equip all of Ovid's Mod cards.",""
"ACH_InfoPanel_Archievement_Description_32",343984059703453,"","在一张武器卡上装备三张3级改造卡。","","Equip three Level 3 Mod cards onto a single Weapon card.",""
"ACH_InfoPanel_Archievement_Description_33",343984059703454,"","单局内集齐满手3级改造卡。","","Get a full hand of Level 3 Mod cards in a single run.",""
"ACH_InfoPanel_Archievement_Description_34",343984059703455,"","单局内击杀2500名敌人。","","Kill 2500 enemies in a single run.",""
"ACH_InfoPanel_Archievement_Description_35",343984059703456,"","激活所有可用的神庙类型。","","Activate all available Temple types.",""
"ACH_InfoPanel_Archievement_Description_36",343984059703457,"","单局内激活12座不同的神庙。","","Activate 12 different Temples in a single run.",""
"ACH_InfoPanel_Archievement_Description_37",343984059703458,"","通关第一层灵薄狱，且总治疗量不超过500点生命值。","","Beat Circle 1, Limbo, without healing more than 500 HP.",""
"ACH_InfoPanel_Archievement_Description_38",343984059703459,"","通关第二层淫欲，且总治疗量不超过500点生命值。","","Beat Circle 2, Lust, without healing more than 500 HP.",""
"ACH_InfoPanel_Archievement_Description_39",343984059703460,"","使用维吉尔的引路罗盘。","","Use Virgil's Wayfinder.",""
"ACH_InfoPanel_Archievement_Description_40",343984059703461,"","使用维吉尔的法术。","","Use Virgil's Spell.",""
"ACH_InfoPanel_Archievement_Description_41",343984059703462,"","在第二层淫欲击杀50个魅魔。","","Kill 250 Succubus enemies in Circle 2, Lust.",""
"ACH_InfoPanel_Archievement_Description_42",343984059703463,"","使用维吉尔的引路罗盘通关第一层灵薄狱。","","Beat Circle 1, Limbo, using Virgil's Wayfinder.",""
"ACH_InfoPanel_Archievement_Description_43",343984059703464,"","在第二层淫欲击败精英毒蛇。","","Kill the Elite Viper enemy in Circle 2, Lust.",""
"ACH_InfoPanel_Archievement_Description_44",343984059703465,"","在30秒内击杀第一层灵薄狱中的首个精英骷髅。","","Kill the first Elite Skeleton in Circle 1, Limbo, within 30 seconds.",""
"ACH_InfoPanel_Archievement_Description_45",343984059703466,"","击杀500个骷髅。","","Kill 1000 Skeleton enemies.",""
"ACH_InfoPanel_Archievement_Description_46",343984059703467,"","击杀500个食尸鬼。","","Kill 500 Ghoul enemies.",""
"ACH_InfoPanel_Archievement_Description_47",343984059703468,"","击杀500个小恶魔。","","Kill 500 Imp enemies.",""
"ACH_InfoPanel_Archievement_Description_48",343984059703469,"","击杀500个迷途亡魂。","","Kill 500 Lost Soul enemies.",""
"ACH_InfoPanel_Archievement_Description_49",343984059703470,"","击杀500个史莱姆。","","Kill 1500 Slime enemies.",""
"ACH_InfoPanel_Archievement_Description_50",343984059703471,"","使用贺拉斯的及时行乐。","","Use Horace's Carpe Diem.",""
"ACH_InfoPanel_Archievement_Description_51",343984059703472,"","使用贺拉斯的法术。","","Use Horace's Spell.",""
"ACH_InfoPanel_Archievement_Description_52",343984059703473,"","使用贺拉斯的及时行乐通关第一层灵薄狱。","","Beat Circle 1, Limbo, using Horace's Carpe Diem.",""
"ACH_InfoPanel_Archievement_Description_53",343984059703474,"","使用荷马的羽翼诗章。","","Use Homer's Winged Lyric.",""
"ACH_InfoPanel_Archievement_Description_54",343984059703475,"","使用荷马的法术。","","Use Homer's Spell.",""
"ACH_InfoPanel_Archievement_Description_55",343984059703476,"","使用荷马的羽翼诗章通关第一层灵薄狱。","","Beat Circle 1, Limbo, using Homer's Winged Lyric.",""
"ACH_InfoPanel_Archievement_Description_56",343984059703477,"","使用奥维德的爱之圣典。","","Use Ovid's Codex Amoris.",""
"ACH_InfoPanel_Archievement_Description_57",343984059703478,"","使用奥维德的法术。","","Use Ovid's Spell.",""
"ACH_InfoPanel_Archievement_Description_58",343984059703479,"","使用奥维德的爱之圣典通关第二层淫欲。","","Beat Circle 2, Lust, using Ovid's Codex Amoris.",""
"ACH_InfoPanel_Archievement_Description_59",343984059703480,"","使用但丁的炽焰羽毛笔通关第一层灵薄狱。","","Beat Circle 1, Limbo, using Dante's Blazing Quill.",""
"ACH_InfoPanel_Archievement_Description_60",343984059703481,"","使用但丁的炽焰羽毛笔通关第二层淫欲。","","Beat Circle 2, Lust, using Dante's Blazing Quill.",""
"ACH_InfoPanel_Archievement_Description_61",343984059703482,"","使用但丁的法术。","","Use Dante's Spell.",""
"ACH_InfoPanel_Archievement_Description_62",343984059703483,"","在第二层淫欲击败精英魅魔。","","Kill the Elite Succubus enemy in Circle 2, Lust.",""
"ACH_InfoPanel_Archievement_Description_63",343984059703484,"","击杀500个淫欲罪人。","","Kill 2000 Lust Sinner enemies.",""
"ACH_InfoPanel_Archievement_Description_64",343984059703485,"","击杀500个淫欲魔矿。","","Kill 1000 Lust Mine enemies.",""
"ACH_InfoPanel_Archievement_Description_65",343984059703486,"","击杀500个妖精。","","Kill 500 Fairy enemies.",""
"ACH_InfoPanel_Archievement_Description_66",343984059703487,"","击杀500个毒蛇。","","Kill 1000 Viper enemies.",""
"ACH_InfoPanel_Archievement_Description_67",343984059703488,"","击杀500个变异布罗奇。","","Kill 500 Devi-Brotchi enemies.",""
"ACH_InfoPanel_Archievement_Description_68",343984059703489,"","解锁第二层淫欲。","","Unlock Circle 2, Lust.",""
"ACH_InfoPanel_Archievement_Description_69",343984059703490,"","累计消耗5000点深渊悲鸣。","","Spend a total of 5.000 Wails of the Abyss.",""
"ACH_InfoPanel_Archievement_Description_70",343984059703491,"","与贝雅特丽齐对话三次。","","Talk to Beatrice three times.",""
"ACH_InfoPanel_Archievement_Description_71",343984059703492,"","救出贺拉斯和荷马。","","Save Horace and Homer.",""
"ACH_InfoPanel_Archievement_Description_72",343984059703493,"","救出贺拉斯、荷马和奥维德。","","Save Horace, Homer and Ovid.",""
"ACH_InfoPanel_Archievement_Description_73",343984059703494,"","观看米诺斯女王的全部剧情序章。","","Watch all of Queen Minos' introductory chapters.",""
"ACH_InfoPanel_Archievement_Description_74",343984059703495,"","观看利比谷谷和斯卡米廖内的全部剧情序章。","","Watch all of Libicocco's and Scarmiglione's introductory chapters.",""
"ACH_InfoPanel_Archievement_Description_75",343984059703496,"","听完所有灵薄狱诗人的全部对话（灵薄狱）。","","Exhaust all dialogue interactions with every Poet of Limbo (Limbo).",""
"ACH_InfoPanel_Archievement_Description_76",343984059703497,"","听完所有灵薄狱诗人的全部对话（色欲）。","","Exhaust all dialogue interactions with every Poet of Limbo (Lust).",""
"ui.content.unknown",343984059703498,"","未知内容 #{0}","","Unknown content #{0}",""
"ui.content.unavailable",343984059703499,"","内容尚未就绪","","Content not ready",""
"ui.card.heading",343984059703500,"","等级 {0} · {1}","","Level {0} · {1}",""
"ui.card.choose_weapon",343984059703501,"","{0} — 选择武器","","{0} — Choose a weapon",""
"ui.card.add_equipment",343984059703502,"","添加装备","","Add equipment",""
"ui.card.upgrade_level",343984059703503,"","升级至等级 {0}","","Upgrade to level {0}",""
"ui.card.choose_target_next",343984059703504,"","下一步选择装备目标","","Choose an equipment target next",""
"ui.reward.weapon",343984059703505,"","武器","","Weapon",""
"ui.reward.equipment",343984059703506,"","装备","","Equipment",""
"ui.reward.perk",343984059703507,"","天赋","","Perk",""
"ui.rarity.bronze",343984059703508,"","青铜","","Bronze",""
"ui.rarity.silver",343984059703509,"","白银","","Silver",""
"ui.rarity.gold",343984059703510,"","黄金","","Gold",""
"ui.rarity.crystal",343984059703511,"","水晶","","Crystal",""
"ui.hud.experience",343984059703512,"","等级 {0}    经验 {1:0.##} / {2}","","Lv. {0}    XP {1:0.##} / {2}",""
"ui.wave.syncing",343984059703513,"","正在同步波次","","Synchronizing waves",""
"ui.wave.waiting",343984059703514,"","等待房主开始本局","","Waiting for the host to start",""
"ui.wave.stopped",343984059703515,"","本局已结束","","Run ended",""
"ui.wave.paused",343984059703516,"","暂停 · 暂无在线角色","","Paused · No active players",""
"ui.wave.next",343984059703517,"","下一波","","Next wave",""
"ui.wave.progress",343984059703518,"","第 {0} 波  |  {1}：{2:F1} 秒
存活 {3}/{4}  |  已生成 {5}/{6}  |  跳过 {7}","","Wave {0}  |  {1}: {2:F1}s
Alive {3}/{4}  |  Spawned {5}/{6}  |  Skipped {7}",""
"ui.connection.transport_error",343984059703519,"","连接失败，请检查网络或稍后重试。","","Connection failed. Check your connection and try again.",""
"ui.options.refresh_rate",343984059703520,"","屏幕刷新率（Hz）","","Screen refresh rate (Hz)",""
